Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
PE/25949;VIA DERNA N. 27 (z.d. 2);SOMMINISTRAZIONE - In piano;VIA DERNA;27;2376.0;f - Bar caffè e simili;;54.0;20132.0;19.0;PADOVA;2.0;9.23739306371;45.5002259507;45.5002259507, 9.23739306371
PE/25952;Via DON RODRIGO N. 6 (z.d. 5);SOMMINISTRAZIONE - In piano;Via DON RODRIGO;6;5416.0;f - Bar caffè e simili;;55.0;20142.0;42.0;STADERA;5.0;9.17217028346;45.4338641009;45.4338641009, 9.17217028346
PE/25953;Ripa PORTA TICINESE (DI) N. 15 (z.d. 6);SOMMINISTRAZIONE - In piano;Ripa PORTA TICINESE (DI);15;5150.0;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili;;39.0;20143.0;44.0;NAVIGLI;6.0;9.1759775683;45.4518317872;45.4518317872, 9.1759775683
PE/25569;Via ARNALDO DA BRESCIA N. 10 (z.d. 9);SOMMINISTRAZIONE - In piano;Via ARNALDO DA BRESCIA;10;1151.0;|a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;93.0;20159.0;11.0;ISOLA;9.0;9.18161037128;45.4906057824;45.4906057824, 9.18161037128
PE/25572;Piazza LIMA N. 1 (z.d. 3);SOMMINISTRAZIONE - In piano;Piazza LIMA;1;2135.0;c - Tavole calde,self service, fast food e simili;;35.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21082687051;45.4804245474;45.4804245474, 9.21082687051
PE/25521;Via CORSICO N. 1 (z.d. 6);SOMMINISTRAZIONE - In piano;Via CORSICO;1;5157.0;a - Ristorante, trattoria, osteria con cucina e simili;;40.0;20144.0;44.0;NAVIGLI;6.0;9.17330158391;45.4527008626;45.4527008626, 9.17330158391
PE/25522;Via CIVITALI MATTEO N. 7 (z.d. 7);SOMMINISTRAZIONE - In piano;Via CIVITALI MATTEO;7;6569.0;;;26.0;20148.0;57.0;SELINUNTE;7.0;9.1359467193;45.4694328825;45.4694328825, 9.1359467193
PE/25523;Via DAL POZZO TOSCANELLI PAOLO N. 1 (z.d. 2);SOMMINISTRAZIONE - In piano;Via DAL POZZO TOSCANELLI PAOLO;1;2516.0;;;33.0;20132.0;19.0;PADOVA;2.0;9.24096761327;45.5042702768;45.5042702768, 9.24096761327
PE/25526;Via NOVARA N. 64 (z.d. 7);SOMMINISTRAZIONE - In piano;Via NOVARA;64;6624.0;a - Ristorante, trattoria, osteria con cucina e similid - Pizzerie e simili;;140.0;20148.0;60.0;S. SIRO;7.0;9.12279469309;45.4708696013;45.4708696013, 9.12279469309
PE/25527;Via PASTRENGO N. 7 (z.d. 9);SOMMINISTRAZIONE - In piano;Via PASTRENGO;7;1127.0;e - Bar gastronomici e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;41.0;20159.0;11.0;ISOLA;9.0;9.18737754852;45.4864454593;45.4864454593, 9.18737754852
PE/25528;Via PIERO DELLA FRANCESCA N. 46 (z.d. 8);SOMMINISTRAZIONE - In piano;Via PIERO DELLA FRANCESCA;46;7188.0;h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;;50.0;20154.0;69.0;SARPI;8.0;9.16282401429771;45.4846428293144;45.4846428293144, 9.16282401429771
PE/25707;Via MONTEGANI LODOVICO N. 66 (z.d. 5);SOMMINISTRAZIONE - In piano;Via MONTEGANI LODOVICO;66;5330.0;f - Bar caffè e simili;;20.0;20141.0;42.0;STADERA;5.0;9.17751349561;45.4321251687;45.4321251687, 9.17751349561
PE/26017;Via CARMAGNOLA N. 8 (z.d. 9);SOMMINISTRAZIONE - In piano;Via CARMAGNOLA;8;1129.0;f - Bar caffè e simili|e - Bar gastronomici e simili;;31.0;20159.0;11.0;ISOLA;9.0;9.18690232041;45.4863705588;45.4863705588, 9.18690232041
PE/25909;Via BERTANI AGOSTINO N. 16 (z.d. 1);SOMMINISTRAZIONE - In piano;Via BERTANI AGOSTINO;16;7112.0;a - Ristorante, trattoria, osteria con cucina e simili;;92.0;20154.0;69.0;SARPI;1.0;9.17328940701;45.4764121793;45.4764121793, 9.17328940701
PE/26164;Via CARMINE (DEL) N. 7 (z.d. 1);SOMMINISTRAZIONE - In piano;Via CARMINE (DEL);7;130.0;e - Bar gastronomici e simili;;28.0;20121.0;2.0;BRERA;1.0;9.1868151322;45.470402433;45.470402433, 9.1868151322
PE/26165;VIA MAC MAHON N. 75 (z.d. 8);SOMMINISTRAZIONE - In piano;VIA MAC MAHON;75;7221.0;d - Pizzerie e simili;;37.0;20155.0;70.0;GHISOLFA;8.0;9.15870804374;45.4930573206;45.4930573206, 9.15870804374
PE/26166;Via CHIESA ROSSA (DELLA) N. 55 (z.d. 5);SOMMINISTRAZIONE - In piano;Via CHIESA ROSSA (DELLA);55;5321.0;e - Bar gastronomici e simili;;25.0;20141.0;42.0;STADERA;5.0;9.172634378;45.4310061133;45.4310061133, 9.172634378
PE/26167;Piazzale CADORNA LUIGI N. 2 (z.d. 1);SOMMINISTRAZIONE - In piano;Piazzale CADORNA LUIGI;2;601.0;a - Ristorante, trattoria, osteria con cucina e simili;;123.0;20121.0;1.0;DUOMO;1.0;9.17792215624;45.4682086385;45.4682086385, 9.17792215624
PE/26168;Via CIOVASSO N. 5 (z.d. 1);SOMMINISTRAZIONE - In piano;Via CIOVASSO;5;127.0;a - Ristorante, trattoria, osteria con cucina e simili;;77.0;20121.0;2.0;BRERA;1.0;9.18673127309;45.4695594967;45.4695594967, 9.18673127309
PE/26169;VIA BASSI UGO N. 3 (z.d. 9);SOMMINISTRAZIONE - In piano;VIA BASSI UGO;3;658.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;115.0;20123.0;1.0;DUOMO;1.0;9.17754762318;45.4650073038;45.4650073038, 9.17754762318
